Orden;Tipo Contenedor;Modelo;Lote;Distrito;Barrio;Carga;Coordenda X;Coordenada Y;Latitud;Longitud;Código Situado;Dirección
27194;PMB;E 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;438685,347;4479738,571;40,466060132844;-3,723247128283;CT_094_077;CALLE ISLA DE NELSON, 15
27195;Orgánica;O 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;438685,347;4479738,571;40,466060132844;-3,723247128283;CT_094_077;CALLE ISLA DE NELSON, 15
27196;Resto;R 2750 CL;3;USERA;ORCASITAS;Carga Lateral;439242,996;4469340,087;40,372426951935;-3,715676423325;CL_121_036;CALLE CESTONA, 2
27197;PMB;E 2750 CL;3;USERA;ORCASITAS;Carga Lateral;439242,996;4469340,087;40,372426951935;-3,715676423325;CL_121_036;CALLE CESTONA, 2
27198;Orgánica;O 2750 CL;3;USERA;ORCASITAS;Carga Lateral;439242,996;4469340,087;40,372426951935;-3,715676423325;CL_121_036;CALLE CESTONA, 2
27199;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27200;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27201;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27202;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27203;PMB;E 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27204;PMB;E 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27205;PMB;E 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27206;Orgánica;O 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27207;Orgánica;O 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;438994,335;4472152,508;40,397744459683;-3,718874568577;CT_113_035;CALLE MANUEL FERNANDEZ CABALLERO, 4
27208;Papel-Cartón;PC 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;439045,138;4481188,774;40,479150550497;-3,719142831334;CS_083_010;CALLE FERMIN CABALLERO, 87
27209;Vidrio;V 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;439045,138;4481188,774;40,479150550497;-3,719142831334;CS_083_010;CALLE FERMIN CABALLERO, 87
27210;Papel-Cartón;PC 3100 CS;1;CENTRO;JUSTICIA;Carga Superior;440589,42;4475234,327;40,425622303749;-3,700367628301;CS_014_031;CALLE BENEFICENCIA, 1
27211;Papel-Cartón;PC 3100 CS;1;CENTRO;JUSTICIA;Carga Superior;440589,42;4475234,327;40,425622303749;-3,700367628301;CS_014_031;CALLE BENEFICENCIA, 1
27212;PMB;E 800 CT;1;CENTRO;JUSTICIA;Carga Trasera;440589,42;4475234,327;40,425622303749;-3,700367628301;CS_014_031;CALLE BENEFICENCIA, 1
27213;PMB;E 800 CT;1;CENTRO;JUSTICIA;Carga Trasera;440589,42;4475234,327;40,425622303749;-3,700367628301;CS_014_031;CALLE BENEFICENCIA, 1
27214;Vidrio;V 3100 CS ABATIBLE;1;CENTRO;JUSTICIA;Carga Superior Abatible;440589,42;4475234,327;40,425622303749;-3,700367628301;CS_014_031;CALLE BENEFICENCIA, 1
27215;Vidrio;V 3100 CS ABATIBLE;1;CENTRO;JUSTICIA;Carga Superior Abatible;440589,42;4475234,327;40,425622303749;-3,700367628301;CS_014_031;CALLE BENEFICENCIA, 1
27216;Resto;R 2750 CL;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Lateral;439047,831;4466802,999;40,349557267900;-3,717732729901;CL_171_080;PASEO PLATA Y CASTAÑAR, 24
27217;PMB;E 2750 CL;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Lateral;439047,831;4466802,999;40,349557267900;-3,717732729901;CL_171_080;PASEO PLATA Y CASTAÑAR, 24
27218;Orgánica;O 2750 CL;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Lateral;439047,831;4466802,999;40,349557267900;-3,717732729901;CL_171_080;PASEO PLATA Y CASTAÑAR, 24
27219;Papel-Cartón;PC 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;439012,017;4481511,124;40,482051957160;-3,719564568120;CS_083_076;PLAZA PICO SALVAGUARDIA, 1
27220;Vidrio;V 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;439012,017;4481511,124;40,482051957160;-3,719564568120;CS_083_076;PLAZA PICO SALVAGUARDIA, 1
27221;Resto;R 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439079,785;4479409,016;40,463120397556;-3,718563179685;CT_094_027;CALLE AGUILAR DE CAMPOO, 2
27222;Resto;R 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439079,785;4479409,016;40,463120397556;-3,718563179685;CT_094_027;CALLE AGUILAR DE CAMPOO, 2
27223;PMB;E 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439079,785;4479409,016;40,463120397556;-3,718563179685;CT_094_027;CALLE AGUILAR DE CAMPOO, 2
27224;Orgánica;O 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439079,785;4479409,016;40,463120397556;-3,718563179685;CT_094_027;CALLE AGUILAR DE CAMPOO, 2
27225;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;Carga Superior;438872,323;4477286,616;40,443985774557;-3,720805704203;CS_093_004;CALLE MANUEL BARTOLOME COSSIO, 10
27226;Vidrio;V 3100 CS;1;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;Carga Superior;438872,323;4477286,616;40,443985774557;-3,720805704203;CS_093_004;CALLE MANUEL BARTOLOME COSSIO, 10
27227;Papel-Cartón;PC 3100 CS;3;ARGANZUELA;IMPERIAL;Carga Superior;439128,002;4473831,64;40,412880638270;-3,717460185878;CS_021_063;RONDA SEGOVIA, 2
27228;Vidrio;V 3100 CS;3;ARGANZUELA;IMPERIAL;Carga Superior;439128,002;4473831,64;40,412880638270;-3,717460185878;CS_021_063;RONDA SEGOVIA, 2
27229;Papel-Cartón;PC 3100 CS;3;USERA;MOSCARDO;Carga Superior;439353,964;4470800,811;40,385593978953;-3,714508397329;CS_125_022;CALLE SAN FILIBERTO, 9
27230;Vidrio;V 3100 CS;3;USERA;MOSCARDO;Carga Superior;439353,964;4470800,811;40,385593978953;-3,714508397329;CS_125_022;CALLE SAN FILIBERTO, 9
27231;Resto;R 2750 CL;3;CARABANCHEL;COMILLAS;Carga Lateral;439497,333;4471362,361;40,390663124958;-3,712872739025;CL_111_048;CALLE EDUARDO RIVAS, 20
27232;PMB;E 2750 CL;3;CARABANCHEL;COMILLAS;Carga Lateral;439497,333;4471362,361;40,390663124958;-3,712872739025;CL_111_048;CALLE EDUARDO RIVAS, 20
27233;Orgánica;O 2750 CL;3;CARABANCHEL;COMILLAS;Carga Lateral;439497,333;4471362,361;40,390663124958;-3,712872739025;CL_111_048;CALLE EDUARDO RIVAS, 20
27234;Papel-Cartón;PC 3100 CS;3;USERA;ORCASITAS;Carga Superior;439154,004;4468593,215;40,365692248717;-3,716653338522;CS_121_031;CALLE GAINZA, 307
27235;Vidrio;V 3100 CS;3;USERA;ORCASITAS;Carga Superior;439154,004;4468593,215;40,365692248717;-3,716653338522;CS_121_031;CALLE GAINZA, 307
27236;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;COMILLAS;Carga Superior;439400,488;4471333,63;40,390397262161;-3,714010997820;CS_111_042;CALLE EDUARDO RIVAS, 14
27237;Papel-Cartón;PC 3100 CS;1;CHAMBERI;GAZTAMBIDE;Carga Superior;439404,474;4476101,142;40,433345485794;-3,714418092080;CS_071_014;CALLE ANDRES MELLADO, 34
27238;Vidrio;V 3100 CS;1;CHAMBERI;GAZTAMBIDE;Carga Superior;439404,474;4476101,142;40,433345485794;-3,714418092080;CS_071_014;CALLE ANDRES MELLADO, 34
27239;Resto;R 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27240;Resto;R 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27241;Resto;R 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27242;Resto;R 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27243;PMB;E 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27244;PMB;E 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27245;Orgánica;O 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27246;Orgánica;O 800 CT;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Trasera;439443,139;4479275,986;40,461948574932;-3,714264987278;CT_094_084;PASEO MAESTRA MARIA SANCHEZ ARBOS, 3
27247;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior;439222,047;4474825,934;40,421844554134;-3,716446825792;CS_092_027;CALLE ARRIAZA, 18
27248;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior;439222,047;4474825,934;40,421844554134;-3,716446825792;CS_092_027;CALLE ARRIAZA, 18
27249;Vidrio;V 3100 CS ABATIBLE;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior Abatible;439222,047;4474825,934;40,421844554134;-3,716446825792;CS_092_027;CALLE ARRIAZA, 18
27250;Resto;R 2750 CL;3;CARABANCHEL;OPAÑEL;Carga Lateral;438941,914;4470848,449;40,385993029318;-3,719367216959;CL_112_089;CALLE VIA, 25
27251;PMB;E 2750 CL;3;CARABANCHEL;OPAÑEL;Carga Lateral;438941,914;4470848,449;40,385993029318;-3,719367216959;CL_112_089;CALLE VIA, 25
27252;Orgánica;O 2750 CL;3;CARABANCHEL;OPAÑEL;Carga Lateral;438941,914;4470848,449;40,385993029318;-3,719367216959;CL_112_089;CALLE VIA, 25
27253;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior;439174,913;4475630,015;40,429084618624;-3,717079320038;CS_092_007;CALLE BUEN SUCESO, 7
27254;Vidrio;V 3100 CS ABATIBLE;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior Abatible;439174,913;4475630,015;40,429084618624;-3,717079320038;CS_092_007;CALLE BUEN SUCESO, 7
27255;Papel-Cartón;PC 3100 CS;3;ARGANZUELA;IMPERIAL;Carga Superior;439106,67;4473387,136;40,408874784472;-3,717669053848;CS_021_040;PASEO IMPERIAL, 14
27256;Vidrio;V 3100 CS;3;ARGANZUELA;IMPERIAL;Carga Superior;439106,67;4473387,136;40,408874784472;-3,717669053848;CS_021_040;PASEO IMPERIAL, 14
27257;Papel-Cartón;PC 3100 CS;1;CHAMBERI;VALLEHERMOSO;Carga Superior;439517,01;4476745,161;40,439155272078;-3,713152693078;CS_076_041;CALLE CEA BERMUDEZ, 50
27258;Vidrio;V 3100 CS ABATIBLE;1;CHAMBERI;VALLEHERMOSO;Carga Superior Abatible;439517,01;4476745,161;40,439155272078;-3,713152693078;CS_076_041;CALLE CEA BERMUDEZ, 50
27259;Resto;R 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438840,84;4471462,709;40,391519165783;-3,720616927523;CT_112_062;CALLE SALLABERRY, 73
27260;Resto;R 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438840,84;4471462,709;40,391519165783;-3,720616927523;CT_112_062;CALLE SALLABERRY, 73
27261;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438840,84;4471462,709;40,391519165783;-3,720616927523;CT_112_062;CALLE SALLABERRY, 73
27262;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438840,84;4471462,709;40,391519165783;-3,720616927523;CT_112_062;CALLE SALLABERRY, 73
27263;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Superior;438828,178;4479865,748;40,467216317946;-3,721574729611;CS_094_036;CALLE SAN GERARDO, 14
27264;Vidrio;V 3100 CS;1;MONCLOA-ARAVACA;VALDEZARZA;Carga Superior;438828,178;4479865,748;40,467216317946;-3,721574729611;CS_094_036;CALLE SAN GERARDO, 14
27265;Resto;R 800 CT;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Trasera;439208,343;4466193,258;40,344076094167;-3,715784716074;CT_171_092;CALLE GRAFITO, 49
27266;Resto;R 800 CT;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Trasera;439208,343;4466193,258;40,344076094167;-3,715784716074;CT_171_092;CALLE GRAFITO, 49
27267;PMB;E 800 CT;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Trasera;439208,343;4466193,258;40,344076094167;-3,715784716074;CT_171_092;CALLE GRAFITO, 49
27268;Orgánica;O 800 CT;3;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;Carga Trasera;439208,343;4466193,258;40,344076094167;-3,715784716074;CT_171_092;CALLE GRAFITO, 49
27269;Resto;R 2750 CL;3;CARABANCHEL;SAN ISIDRO;Carga Lateral;438812,206;4472387,622;40,399849114162;-3,721043163675;CL_113_069;AVENIDA MANZANARES, 90
27270;PMB;E 2750 CL;3;CARABANCHEL;SAN ISIDRO;Carga Lateral;438812,206;4472387,622;40,399849114162;-3,721043163675;CL_113_069;AVENIDA MANZANARES, 90
27271;Orgánica;O 2750 CL;3;CARABANCHEL;SAN ISIDRO;Carga Lateral;438812,206;4472387,622;40,399849114162;-3,721043163675;CL_113_069;AVENIDA MANZANARES, 90
27272;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;439031,932;4472225,819;40,398407633082;-3,718438588715;CT_113_044;CALLE SANTA SATURNINA, 5
27273;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;439031,932;4472225,819;40,398407633082;-3,718438588715;CT_113_044;CALLE SANTA SATURNINA, 5
27274;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;439031,932;4472225,819;40,398407633082;-3,718438588715;CT_113_044;CALLE SANTA SATURNINA, 5
27275;Resto;R 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;439031,932;4472225,819;40,398407633082;-3,718438588715;CT_113_044;CALLE SANTA SATURNINA, 5
27276;PMB;E 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;439031,932;4472225,819;40,398407633082;-3,718438588715;CT_113_044;CALLE SANTA SATURNINA, 5
27277;Orgánica;O 800 CT;3;CARABANCHEL;SAN ISIDRO;Carga Trasera;439031,932;4472225,819;40,398407633082;-3,718438588715;CT_113_044;CALLE SANTA SATURNINA, 5
27278;Resto;R 2750 CL;3;CARABANCHEL;OPAÑEL;Carga Lateral;439049,051;4471894,767;40,395426612933;-3,718205185605;CL_112_034;CALLE JACINTO VERDAGUER, 32
27279;PMB;E 2750 CL;3;CARABANCHEL;OPAÑEL;Carga Lateral;439049,051;4471894,767;40,395426612933;-3,718205185605;CL_112_034;CALLE JACINTO VERDAGUER, 32
27280;Orgánica;O 2750 CL;3;CARABANCHEL;OPAÑEL;Carga Lateral;439049,051;4471894,767;40,395426612933;-3,718205185605;CL_112_034;CALLE JACINTO VERDAGUER, 32
27281;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;OPAÑEL;Carga Superior;438628,723;4471567,223;40,392445075802;-3,723126110567;CS_112_055;PLAZA CANTORIA, 9
27282;Vidrio;V 3100 CS;3;CARABANCHEL;OPAÑEL;Carga Superior;438628,723;4471567,223;40,392445075802;-3,723126110567;CS_112_055;PLAZA CANTORIA, 9
27283;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;OPAÑEL;Carga Superior;439163,082;4472035,028;40,396698488460;-3,716875021426;CS_112_069;CALLE LOLA MEMBRIVES, 3
27284;Vidrio;V 3100 CS VACRI;3;CARABANCHEL;OPAÑEL;Carga Superior;439163,082;4472035,028;40,396698488460;-3,716875021426;CS_112_069;CALLE LOLA MEMBRIVES, 3
27285;Resto;R 2750 CL;3;USERA;ORCASITAS;Carga Lateral;438966,329;4468911,998;40,368550293555;-3,718894150156;CL_121_053;CALLE REGIL, 51
27286;PMB;E 2750 CL;3;USERA;ORCASITAS;Carga Lateral;438966,329;4468911,998;40,368550293555;-3,718894150156;CL_121_053;CALLE REGIL, 51
27287;Orgánica;O 2750 CL;3;USERA;ORCASITAS;Carga Lateral;438966,329;4468911,998;40,368550293555;-3,718894150156;CL_121_053;CALLE REGIL, 51
27288;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior;438851,046;4475742,073;40,430070339997;-3,720907947419;CS_092_006;CALLE ALTAMIRANO, 44
27289;Vidrio;V 3100 CS ABATIBLE;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior Abatible;438851,046;4475742,073;40,430070339997;-3,720907947419;CS_092_006;CALLE ALTAMIRANO, 44
27290;Resto;R 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438838,946;4471509,063;40,391936605668;-3,720643693624;CT_112_045;CALLE FERNANDO GONZALEZ, 14
27291;Resto;R 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438838,946;4471509,063;40,391936605668;-3,720643693624;CT_112_045;CALLE FERNANDO GONZALEZ, 14
27292;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438838,946;4471509,063;40,391936605668;-3,720643693624;CT_112_045;CALLE FERNANDO GONZALEZ, 14
27293;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438838,946;4471509,063;40,391936605668;-3,720643693624;CT_112_045;CALLE FERNANDO GONZALEZ, 14
27294;Papel-Cartón;PC 3100 CS;1;FUENCARRAL-EL PARDO;MIRASIERRA;Carga Superior;439267,478;4482124,506;40,487596235235;-3,716609509463;CS_087_038;AVENIDA VENTISQUERO DE LA CONDESA, 16
27295;Vidrio;V 3100 CS;1;FUENCARRAL-EL PARDO;MIRASIERRA;Carga Superior;439267,478;4482124,506;40,487596235235;-3,716609509463;CS_087_038;AVENIDA VENTISQUERO DE LA CONDESA, 16
27296;Papel-Cartón;PC 3100 CS;3;USERA;ZOFIO;Carga Superior;439243,25;4469904,999;40,377515987618;-3,715727277056;CS_126_006;CALLE AVENA, 5
27297;Vidrio;V 3100 CS;3;USERA;ZOFIO;Carga Superior;439243,25;4469904,999;40,377515987618;-3,715727277056;CS_126_006;CALLE AVENA, 5
27298;Papel-Cartón;PC 3100 CS;3;USERA;ZOFIO;Carga Superior;439243,25;4469904,999;40,377515987618;-3,715727277056;CS_126_006;CALLE AVENA, 5
27299;Papel-Cartón;PC 3100 CS;3;CARABANCHEL;OPAÑEL;Carga Superior;438840,204;4471458,654;40,391482589709;-3,720624031331;CS_112_047;CALLE SALLABERRY, 73
27300;Vidrio;V 3100 CS;3;CARABANCHEL;OPAÑEL;Carga Superior;438840,204;4471458,654;40,391482589709;-3,720624031331;CS_112_047;CALLE SALLABERRY, 73
27301;Vidrio;V 3100 CS ABATIBLE;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior Abatible;439163,892;4475213,618;40,425332730080;-3,717169393692;CS_092_024;PASEO PINTOR ROSALES, 1
27302;Resto;R 2750 CL;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Lateral;438971,992;4481540,668;40,482315158613;-3,720039610130;CL_083_068;PLAZA PICO SALVAGUARDIA, 16
27303;PMB;E 2750 CL;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Lateral;438971,992;4481540,668;40,482315158613;-3,720039610130;CL_083_068;PLAZA PICO SALVAGUARDIA, 16
27304;Orgánica;O 2750 CL;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Lateral;438971,992;4481540,668;40,482315158613;-3,720039610130;CL_083_068;PLAZA PICO SALVAGUARDIA, 16
27305;Papel-Cartón;PC 3100 CS;3;ARGANZUELA;IMPERIAL;Carga Superior;438948,307;4473356,987;40,408591589452;-3,719532436921;CS_021_031;CALLE JUAN DUQUE, 46
27306;Vidrio;V 3100 CS;3;ARGANZUELA;IMPERIAL;Carga Superior;438948,307;4473356,987;40,408591589452;-3,719532436921;CS_021_031;CALLE JUAN DUQUE, 46
27307;Resto;R 2750 CL;3;USERA;ORCASITAS;Carga Lateral;439140,032;4469419,358;40,373133554256;-3,716896747547;CL_121_006;CALLE TOLOSA, 6
27308;PMB;E 2750 CL;3;USERA;ORCASITAS;Carga Lateral;439140,032;4469419,358;40,373133554256;-3,716896747547;CL_121_006;CALLE TOLOSA, 6
27309;Orgánica;O 2750 CL;3;USERA;ORCASITAS;Carga Lateral;439140,032;4469419,358;40,373133554256;-3,716896747547;CL_121_006;CALLE TOLOSA, 6
27310;Resto;R 2750 CL;3;CARABANCHEL;COMILLAS;Carga Lateral;439337,077;4471956,596;40,396004627427;-3,714817421387;CL_111_061;CALLE JACINTO VERDAGUER, 9
27311;PMB;E 2750 CL;3;CARABANCHEL;COMILLAS;Carga Lateral;439337,077;4471956,596;40,396004627427;-3,714817421387;CL_111_061;CALLE JACINTO VERDAGUER, 9
27312;Orgánica;O 2750 CL;3;CARABANCHEL;COMILLAS;Carga Lateral;439337,077;4471956,596;40,396004627427;-3,714817421387;CL_111_061;CALLE JACINTO VERDAGUER, 9
27313;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior;439007,58;4475536,25;40,428227691820;-3,719042899467;CS_092_004;CALLE BUEN SUCESO, 21
27314;Vidrio;V 3100 CS ABATIBLE;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior Abatible;439007,58;4475536,25;40,428227691820;-3,719042899467;CS_092_004;CALLE BUEN SUCESO, 21
27315;Papel-Cartón;PC 3100 CS;1;MONCLOA-ARAVACA;ARGÜELLES;Carga Superior;439007,58;4475536,25;40,428227691820;-3,719042899467;CS_092_004;CALLE BUEN SUCESO, 21
27316;Papel-Cartón;PC 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;439086,447;4481347,567;40,480584043577;-3,718670760565;CS_083_036;CALLE ISLAS CIES, 12
27317;Vidrio;V 3100 CS;1;FUENCARRAL-EL PARDO;PEÑAGRANDE;Carga Superior;439086,447;4481347,567;40,480584043577;-3,718670760565;CS_083_036;CALLE ISLAS CIES, 12
27318;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27319;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27320;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27321;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27322;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27323;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27324;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27325;PMB;E 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27326;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27327;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27328;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27329;Orgánica;O 800 CT;3;CARABANCHEL;OPAÑEL;Carga Trasera;438809,268;4471250,638;40,389606410044;-3,720968527248;CT_112_065;CALLE VICTOR MANUEL III, 3
27330;Resto;R 800 CT;1;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;Carga Trasera;439324,564;4478651,255;40,456312109317;-3,715603750944;CT_093_015;CALLE FRANCISCO DE DIEGO, 37
27331;Resto;R 800 CT;1;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;Carga Trasera;439324,564;4478651,255;40,456312109317;-3,715603750944;CT_093_015;CALLE FRANCISCO DE DIEGO, 37
27332;Resto;R 800 CT;1;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;Carga Trasera;439324,564;4478651,255;40,456312109317;-3,715603750944;CT_093_015;CALLE FRANCISCO DE DIEGO, 37
27333;Resto;R 800 CT;1;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;Carga Trasera;439324,564;4478651,255;40,456312109317;-3,715603750944;CT_093_015;CALLE FRANCISCO DE DIEGO, 37
